user,text,date,helpful,source,year,wc,vader,sent,Login / OTP / Authentication,Bill Payment Flow,Web Redirect / Not Native,Rewards / MR Points,Offers / Amex Offers,Statement / Transactions / Balance,App Stability (crash/bug/slow),UI / UX / Design,Customer Service / Support,Card Controls / Servicing,Update / Version Regression,Notifications / Alerts,Onboarding / Registration / KYC,Feature Gaps vs Global App,Fees / Charges / Annual Fee
Surendar T,"Nice app..I am using this app for more than a year, did not face any technical issues so far. Limitation of using the amex card in PoS is the real problem.",2021-05-01,1,relevance,2021,31,-0.3353,negative,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Chirag Nayyar,Superb App...Easy to operate and provide you all information pertaining to your Credit card. Overall I had a very nice experience from last one year.,2020-10-29,1,relevance,2020,25,0.8687,positive,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Sanjeev Kumar,Good app experience. Easy to use and operate. No bugs. Transactions updating fast and correct.,2021-03-02,1,relevance,2021,15,0.5574,positive,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Mayank Srivastava,"OTP doesn't come. I'd updated this app and after that, it's asking OTP for the 2 factor authorization. But OTP is not coming on my registered mobile number. Hence I am unable to use the app.",2022-05-22,1,relevance,2022,36,0.1154,neutral,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anirban Mondal,"Access with Finger print is not working with the latest update, please fix the issue asap. Its very irritating to type password everytime while accessing the app",2023-10-02,1,relevance,2023,27,-0.2484,negative,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False
rafique shaikh,"Dear Mr Developer, I'm facing this issue in samsung galaxy m51. Unable to scan the QR code as it becomes thin rectangular like shape. I think it is a bug and you need to resolve this ASAP.",2021-02-15,1,relevance,2021,37,0.7717,positive,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
A Google user,"Even after several tries, I'm not able to download and install the app. My credit card payment is getting delayed. Please improve and work upon your user experience.",2019-10-27,1,relevance,2019,28,0.7096,positive,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Nitin Mahajan,"Card service is excellent. But App is not user friendly. Also it doesn't appear to be an App, but a website",2021-04-02,1,relevance,2021,21,-0.2714,negative,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False
Murali Siripurapu,"Excellent app that allows you to stay connected with your spending patterns and reminds you of the upcoming payments. If you holding Amex card, then this is the go to app.",2021-07-25,1,relevance,2021,31,0.5719,positive,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
A Google user,"Excellent user interface. One suggestion though. When using amex pay, the app leads to phone lock. It should lead to app lock instead of phone lock.",2019-07-11,1,relevance,2019,26,0.5106,positive,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
girish bagani,"easy to use interface, availability of most of options, very simple yet effective. font is very simple which is good. all necessary information is available.",2024-11-23,1,relevance,2024,25,0.8467,positive,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
A Google user,till not used a lot. but requires many things like offers on cards promotions various discounts on shoping and hotelling. app must give various informations on deals and rewads points. give details of coupons or discount,2019-10-29,1,relevance,2019,36,0.5023,positive,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False
Ranjeet Siingh,"A card with max annual fee but doesn't work at most of the outlets. if one wants to use it, then transfer balance to MobiKwik @ 2.5 fees and then to your account. Seems a tie up. Very Disappointed. It's better not to take this card.",2025-05-21,1,relevance,2025,46,-0.0885,negative,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True
Ashish,"Card wise no complaint, point system also good. But they are dealing with some term insurance people who are sailing policies with fake promise. Telling something on call, but not written in politic document. When asked to add, no response. It took me hell lot of time to close that policie. Be careful if u want to buy any policies via AMEX.",2022-07-16,1,relevance,2022,62,-0.7654,negative,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
Anshula Bhatnagar,Such a pathetic system of payment. You cannot even pay your monthly card outstanding from the app. You have to go to the website and enter your card number twice to pay the credit card bill. Never seen such a stupid system,2025-02-06,1,relevance,2025,42,-0.0783,negative,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False
A Google user,"Amex customer care the best in the business, not matter which card from their portfolio you hold. And one thing I love about this app is that I can also see pending charges almost immediatly, I dont have to wait 2 days to know exactly what all transactions were made. But please let me use my figerprint to log in, its 2019 and most phones use biometrics and it doesnt make any sense as to why you'd not include it in the Android app when it is present in the iOS app, most Indians use Android.",2019-01-16,1,relevance,2019,96,0.8254,positive,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True
A Google user,"Heavy size App. Kindly come up with light version, where basic operations would do, anyways many options are not available natively and redirects to some web page. Also, Cashback points redemption option is missing and much needed.",2019-01-15,1,relevance,2019,37,0.25,neutral,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False
Abhinav Gupta,The app is easy to use and seems really secure. But there should be an option to view card number and other details just in case user is not keeping the card with him. Reward points are being shown transaction wise which is a really good thing. Having a very good experience after using Amex In app for almost 9 months.,2024-01-18,1,relevance,2024,61,0.972,positive,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False
Arunansu Pal,"This card is not for common users. Always you have to search for the payment option where Amex card will be accepted so that limits can be achieved and annual fee can be waived off. Trying to professional tax, car insurance, no where this card is accepted. However other cards are being accepted.",2025-07-03,1,relevance,2025,53,0.4767,positive,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
S Sarkar,"Good app. Only one problem, it doesn't have functionality to limit the transaction amount per day or per transaction.",2021-03-30,1,relevance,2021,19,0.0516,neutral,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
sana khan,"Its good but at times the link doesnt works. To check new msgs i have to go back and then again opn the chat window. Also, its difficult to reset login credentials",2020-09-10,1,relevance,2020,32,-0.3182,negative,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
A Google user,"Very nice app. please add total spend during a particular time feature to the app. how can I check, how much i have spend on my credit card during a particular period.",2019-04-23,1,relevance,2019,32,0.8051,positive,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
A Google user,"Got a massage that App needs to be updated, but even after updating app and uninstall and install again, still the same messages and app not working Seems to be some bug in the app",2019-09-04,1,relevance,2019,35,0.0,neutral,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
Akash Mandal,Everything is perfect. It would be better if they add Credit Card Payment through Debit Card as well.,2021-02-18,1,relevance,2021,18,0.8834,positive,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
A Google user,"The best credit card company. Best in class customer service. Best reward system. Best app. I just luv Amex. Actually, ""Can't live life widout it"".",2019-11-08,1,relevance,2019,25,0.9753,positive,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
Shyam Gupta,"Awesome app, you can get all your amex card summary in one app. I have one suggestion if they can add feature like spend analysis will be more beneficial to users.",2020-09-06,1,relevance,2020,31,0.8687,positive,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
Prodyot Das,"The ""push-message"" method of payment confirmation is often annoyingly slow. The OTP method is much better.",2020-10-15,1,relevance,2020,16,0.4404,positive,True,True,False,False,False,False,True,False,False,False,False,True,False,False,False
A Google user,"Good app, but it would have been better if the payment option takes you to a page where you can make the payment rather than giving the AMEX card details and then make the payment.",2019-11-05,1,relevance,2019,35,0.836,positive,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
A Google user,"I don't know how this app will help, transaction details are not updated in app but transactiona are updated in web app. No use of this app. We can uninstall it.",2019-12-20,1,relevance,2019,31,-0.2382,negative,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
A Google user,"Very user friendly , woukd like to have an option to let it connect with a live support as well.",2019-08-30,1,relevance,2019,20,0.8683,positive,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
A Google user,"App is crashing, using OnePlus 7 pro with Android 10, app was working fine till yesterday but started crashing since. Can you please check and take corrective action ASAP?",2019-09-06,1,relevance,2019,29,0.5187,positive,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
A Google user,one of the worst banking app in India. very few vendors accept amex cards where by making it difficult for the customer to shop. Not much options available in the app.,2019-02-13,1,relevance,2019,31,-0.577,negative,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Vineesh V S,After a 5 year relationship with American express I cancelled my card in 2021. The con was high yearly charges and lack of online offers in India. The pro was good customer support and free emi cancellation.,2021-03-05,1,relevance,2021,37,0.5423,positive,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True
ANAND JOSHI,Wonderful app. Fantastic bank with extra ordinary persons working with them. Always helpful in resolving issues. Customer care is more than fantastic. I love this.,2020-08-11,1,relevance,2020,25,0.975,positive,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
abhinav kumar,"The app is damn slow, it takes a lot of time to load, then it work a bit fast. Previous version was better",2023-02-07,1,relevance,2023,23,0.0516,neutral,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
Sunil Mandot,"Chat experience is way too miserable notification don't come on time and by the time we respond somebody else comes in asks for verification again, something which could take 2 mins over call will take hours and hours to get done",2023-03-19,1,relevance,2023,41,-0.4939,negative,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False
ashok kumar,Most of the option not available For pin change have to try many times Better it has to be user friendly Earn points details Details not available regarding how to redeem the points this app not use full,2024-07-23,1,relevance,2024,38,0.7269,positive,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False
Ashish Shah,Nice app but since last few months safekey is not showing push notification at the time of online transaction.All transactions are showing OTP only. Please help me in enabling push notification authentication back.,2021-11-19,1,relevance,2021,33,0.8126,positive,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False
Nikhil Sahni,"Pathetic App and Pathetic Chat support ! Didnt receive a response on chat for over 12 hours now. Needed assistance in reporting a fraud and suspicious activity on my card. American Express standards have fallen drastically. Am in disbelief that they do not treat their customer's account security as a priority. Really sad, what more do i say. Gona end my 10 year relationship with Amex after this incident and uninstall this stupid app !",2024-09-14,1,relevance,2024,75,-0.9696,negative,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
A Google user,Hats off to the customer care. They are very helpful and solve queries. New interface of the app is amazing. Its easy to use and user friendly. Other banks have to design apps like this.,2019-03-13,1,relevance,2019,35,0.9626,positive,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
Akanksha Narode,You guys need to integrate in app payments for seamless transactions. Using a browser and leaving the app every time is quite frustrating.,2025-03-16,1,relevance,2025,23,-0.4927,negative,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Hussain,The Amex app looks very good and feels fluid. All interfaces are made to be easy to interact and their customer support is probably overall best in India among other credit card offering financial entities.,2024-12-11,1,relevance,2024,35,0.9392,positive,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
MD NAZIR,Chat option not visible. Chat not working inside AMEX INDIA APP. I am using iBall Slide Elan 3x32 Tablet. It has 3 GB of RAM and 32 GB of storage. I uninstalled and reinstalled the App but still same issue. Please check and help.,2021-12-17,1,relevance,2021,44,0.7579,positive,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False
Amar Mohanty,"Excellent service and functional app, One thing I would like is a toggle to switch app into light or dark mode, amex app looks beautiful in light mode but I keep my phone on dark mode which doesn't let me use amex in light mode. Because of the auto theme change.",2024-03-17,1,relevance,2024,51,0.6757,positive,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
A Google user,Unable to acces it. Re-installed it multiple times but still unable to acces it..getting same error..this version is no longer supported and update latest app. There is no update available,2019-08-29,1,relevance,2019,30,-0.7931,negative,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
Sam,"Worse card ever. Don't apply for amex, they don't provide you any card upgrade. Partial in offers and injustice to their customers. Don't apply for amex cards ever.",2021-12-13,1,relevance,2021,28,-0.7783,negative,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
prathamesh sawant,"Worst finance app in India , Have lower stardards than even Bank of Maharashtra and SBI mobile apps.. How could people rate 5 star to such low grade app. Even simple payment feature they can't able to provide on app, they redirect you to there webpage for payment. What a loss app",2023-06-03,1,relevance,2023,52,-0.8658,negative,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
Rajesh Krishnan,"The milestone tracker for 4L spends on amex platinum card is broken. It doesn't update and Amex is unable to fix it since last few months. The points are not getting credited because of this, and manually reaching out to the customer support is frustrating!",2025-02-04,1,relevance,2025,45,-0.5996,negative,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False
sushant shukla,"Very basic app and interface, just like their cards which are useless in most of the outlets and merchants. Payment application to your Amex account is much faster with Cred than Amex own app. SBI app is way advanced and user friendly than Amex. The only +ve about Amex is their call centre executives, when compared to other banks, they provide good customer service and it's a feel good factor talking to them.",2022-05-11,1,relevance,2022,73,0.8658,positive,False,True,False,False,False,False,False,True,True,False,False,False,True,True,False
Deepak Agarwal,Customer service is not doubt best in class. As far as app concern it's really poor. Most of the important feature are missing. By default notification should be on so we don't miss an important notification. You need to look at other apps which provide much more rich experience.,2021-02-12,1,relevance,2021,49,-0.1971,negative,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False
RoYal Federal Bureau Investigation,"Amex app to improve the interface, once done the full payment to credit card for the month due date before. it's should shows Paid Status Green or Paid Tick , if customer complete partial payment complete then it shows partial. I am using SBI CARD, FEATURES ARE SAME ABOVE WHAT I SAID. GOOD TO SEE.",2026-07-20,1,relevance,2026,55,0.8455,positive,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False
srihari rachoori,"its very tough to pay amex credit card bill. first needs login in the app, then again it redirects to login to a browser and then again need to enter card details, amount to be paid!. Also nowadays app seems to be too slow. please simplifiy the process.",2025-10-31,1,relevance,2025,48,0.4089,positive,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False
Pranay Mishra,"Below average app, UI needs a ton of work. Navigation is painfully difficult. Huge scope of improvement if implemented correctly!",2023-06-05,1,relevance,2023,20,-0.2244,negative,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Arun Kumar,They have very limited offers & charges are very very high. My card expired & they didn't even send the new card & for a free card they added 499 Rs. as renewal fee,2022-12-10,1,relevance,2022,34,0.0018,neutral,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
pathik khatwani,amex not integrated with any convenient UPI / wallet platforms. merchant / online acceptance is low & rare. several merchants are banned ( eg : MobiKwik ) and is of very very limited use in India .,2025-09-20,1,relevance,2025,37,-0.5531,negative,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
Jaspreet Singh Lamba,Kyc team takes 3 weeks to review your document. It should not take that much time. Have submitted twice and still no updates on the kyc. Account is blocked due to which cant use the card. Worst KYC team of AMEX,2023-07-16,1,relevance,2023,41,-0.8126,negative,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
A Google user,"Clean user interface. All the details that one needs is available and most important, no pesky upselling and offers like other apps",2019-12-06,1,relevance,2019,22,0.8282,positive,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
A Google user,There should be an option to save account details for quick payments writhin the app. Also there should be an option to set up ECS.,2020-01-19,1,relevance,2020,25,0.4939,positive,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
A Google user,"although it is not acceptable everywhere, but they are resolving that very fast. the service and customer care operations are amazing. The facilities amex provides specifically the reward program is quite good",2019-04-01,1,relevance,2019,32,0.9743,positive,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
Samyak Gupta,Please bring back the spend threshold tracker. It's very cumbersome to contact customer service to know find out the same. Edit: Customer care also don't know the spends required to reach the threshold.,2023-12-26,1,relevance,2023,33,0.6808,positive,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False
Sumit Bhatnagar,"I feel the app is perfect but only lacks NFC function for using the cards through the phone. Amex devs: If you can incorporate that feature, it is going to be amazing!",2025-01-25,1,relevance,2025,32,0.176,neutral,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
A Google user,"Great experience on points retreived on a monthly basis, with easy to navigate, minimalistic UI. For more options use website requirement necessary.",2019-07-14,1,relevance,2019,22,0.7906,positive,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False
Hou Hou,Limit access to my details. the app should provide all the settings and details related to my Card. ex: I don't know what is the default communication address being used or how can I update it.,2021-11-16,1,relevance,2021,36,0.0,neutral,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
A Google user,AMEX app is a lot better than it used to be. Especially after they introduced the option to check Reward Points and enable finger print reader,2019-03-05,1,relevance,2019,26,0.765,positive,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
Srikanth Venkatesh,Excellent experience. Both app and support experience are awesome. Only problem with AMEX card is that only fewer stores are accepting payments via AMEX. Hope to see many vendors accepting.,2022-08-02,1,relevance,2022,30,0.9423,positive,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
akshay vatharkar,"School folks develops a better app than this, no option to make direct payment..it will route throughout browser for making payments, no option to make a quick payment... horrible UI",2025-03-06,1,relevance,2025,30,-0.6486,negative,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False
Lalit,"app is good, but card is useless. not accepted everywhere. like petrol pump or some shops not support or refuse. sometimes online also not supported. not bad if you have other Visa or Mastercard based cards. mostly ok card then.",2025-09-18,1,relevance,2025,40,-0.8716,negative,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Kausthubh Rajendran,I love the fact that I can use the app to block/unblock my card instantly. It's a feature that is encouraging to use the card online.,2021-04-30,1,relevance,2021,26,0.8225,positive,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
A Google user,"American Express is truly premium in terms of experience, the customer service is unparalleled in India. Also the rewards rate is very good. The app is very interactive and design is very easy and safe.",2020-03-13,1,relevance,2020,35,0.9387,positive,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
amit verma,"From the last one year I got the transaction msgs from Amex and the good thing is that this transaction is not related from me also even though I don't have any Amex card, the customer care department doesn't have any answer for the same. Pls don't consider that type of unprofessional company.",2024-10-30,1,relevance,2024,53,0.4767,positive,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False
A Google user,"The app doesn't work, it Freezes on Welcome screen. Please work on the bugs and issues and give us update version asap. (Oneplus 3T, Oreo)",2019-03-17,1,relevance,2019,25,0.6569,positive,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
A Google user,UI is very simple & and easy to use. 5 star if can provide Card switch On/Off option.,2019-03-27,1,relevance,2019,18,0.4404,positive,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
A Google user,"No fingerprint or pin based login, making this app useless. I could get more information logging in to the web site and it takes the same time anyway.",2018-11-06,1,relevance,2018,28,-0.6124,negative,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Praveen Kumar B,"Ease of use, but reward point are not getting automatically updated. Eas to scroll through and understand the app.",2023-10-15,1,relevance,2023,19,0.7783,positive,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
Abhishek Gupta,Great exp. The App is nicely integrated with any payment done from other mobile apps like amazon for verification of payments.,2022-11-21,1,relevance,2022,21,0.8807,positive,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Adeeb Space,"Worst app...worst credit card among all the cards...don't go for this card...don't go for this app.usually I don't give reviews,but this card and this app made me to give... I am literally saying please don't go for this.. There is no -1 rating,if it so..I will give that",2020-06-14,1,relevance,2020,48,-0.34,negative,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ASHISH PANWAR,"Very Pathetic service, I told him to arrange a call back from your senior department,4 days gone , I didn't get any calls, He is just harassing nothing else. I have never seen this type of irresponsible service. I will close this Card very soon",2026-01-25,1,relevance,2026,45,-0.8858,negative,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
A Google user,Poor app. Cant make in app payment. Doesnt auto reflect any details. Doesnt offer smooth payment. Unable to update.,2019-11-24,1,relevance,2019,19,-0.4767,negative,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False
vaibhav patil,"Superb aap, what I love most is the contact us tab where you can start a chat instantaneous. I have been using the aap for 4 months now and just loved it.",2020-11-20,1,relevance,2020,32,0.9217,positive,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
vijay akkenapally,Worst app... Not able to use fingerprint unlock and when it's auto logout die to inactivity then unable to use mobile for 5 to 10 mins app not at all closing or minimising,2020-09-06,1,relevance,2020,33,-0.8402,negative,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
A Google user,"Never felt as a app No features, very slow, after spending money reflected in account 3rd day, 17times called Customer care, I did not get chance to speak to them, more than Indian KBC competition Other bank are far better apps than this",2019-11-28,1,relevance,2019,43,0.4871,positive,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
A Google user,Amex disppoints me in more than 100 ways. It does not take payment from HDFC netbanking. I dont know why they even created APP for thier services when everything here is delayed by 3 days.,2019-12-09,1,relevance,2019,35,0.0258,neutral,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
A Google user,"Doesn't notify you on the date of payment, reminder to pay comes once, that too 1 week before as a text msg....... Reminder must be there on date of payment... Dissatisfied...",2020-01-11,1,relevance,2020,31,-0.4588,negative,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
Hemant Dholakia,"intuitive and user friendly app. Easy to download statements and check balance, reward info, control, etc. Thanks",2025-10-02,1,relevance,2025,17,0.9136,positive,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False
A Google user,"The new updated version has excellent user interface and gives detailed analytical information about expenditures with each card seperately, notification are superb to manage, great job!!!",2019-01-20,1,relevance,2019,26,0.9297,positive,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
Aditya Bansal,"Interface very old as compared to other banks. Payment gateway still asks you to enter card details, email, amount etc despite being logged in. Amex needs to spend money, time and energy into upgrading the App interface and experience. overall functional but not impressive for the name it comes with.",2025-10-29,1,relevance,2025,50,-0.4594,negative,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False
A Google user,"Its a very basic app. Like on ICICI app, primarily add a suspend / unsuspend feature for user to suspend complete usage or offline usage or online usage or international usage. The user then can quickly suspend the card using the app if misplaced or just for security reasons and unsuspend when they want to use it. Also, no option to check and use reward points to purchase stuff. Please learn from other bank apps. Please add Services option for various services relating to the card.",2019-07-25,1,relevance,2019,86,0.6326,positive,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
A Google user,"Please enable the option to temporarily block the card option from the app so that we can block if not in use,.. i m still waitingif abu upar will come to do so.",2019-03-07,1,relevance,2019,33,-0.5423,negative,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
A Google user,Best in Class Credit Card services. Importantly user focusing support. ease to use. App has very minimal feature and could be added more value to serve.,2020-04-03,1,relevance,2020,26,0.9432,positive,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
A Google user,"Amex App UI was nice. One suggestion is please add lock and unlock the card option in it, it'll be really helpful for everyone. Hope u update on this 😊",2019-09-18,1,relevance,2019,30,0.9485,positive,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
A Google user,"Apps say this version was no longer supperts, but checking in play store, it shows updated, i uninstalled, and reinstalled, but the same message...shows...",2019-09-05,1,relevance,2019,24,0.3612,positive,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Himanshu Pant,The app has become very crappy of late. The statement details are almost always unavailable.,2020-09-14,1,relevance,2020,15,-0.5984,negative,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
Vinod V Nair,Amazing app. Such seamless experience. The contact to customer care is also very friendly. Keep up the good work.,2020-09-02,1,relevance,2020,19,0.9245,positive,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
A Google user,"Clear and simple interface, all relevant data easily accessible, fingerprint login works like a charm",2019-03-16,1,relevance,2019,15,0.8481,positive,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Anuj Sharma,not at all user friendly Using it is a pain,2026-07-21,0,latest,2026,10,-0.0258,neutral,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Rajesh Verma,very nice,2026-08-09,0,latest,2026,2,0.4754,positive,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
SYED ATHAR,best banking experience,2026-08-09,0,latest,2026,3,0.6369,positive,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ROHIT GAUR,awesome,2026-08-08,0,latest,2026,1,0.6249,positive,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Mukul Bansal,great,2026-08-06,0,latest,2026,1,0.6249,positive,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
navneet tulsyan,Amex has amazing customer service and also their App is very user friendly,2026-08-06,0,latest,2026,13,0.8062,positive,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
Sameer Malik,love it amex,2026-08-05,0,latest,2026,3,0.6369,positive,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Gagan Chahal,More than 5 stars!!! Credit card management is so easy! Its the Best,2026-08-04,0,latest,2026,13,0.9137,positive,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Somnath Sharma,no acceptance most places amex card,2026-08-03,0,latest,2026,6,-0.357,negative,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
shreyans goyal,not worth calling this as an app. it opens on a Web browser only. paying card bills is a nightmare,2026-08-03,0,latest,2026,20,-0.1695,negative,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
Harish Rawat,amex services are the best and excellent,2026-08-02,0,latest,2026,7,0.836,positive,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Kingkhan Brother (Chandru),good!,2026-06-14,0,latest,2026,1,0.4926,positive,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
MANUL GUPTA,Very Smooth Operation and Minimalistic.,2026-06-14,0,latest,2026,5,0.0,neutral,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Sujeet Sharma,decent app,2026-06-14,0,latest,2026,2,0.0,neutral,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
yella ramesh,very nice and smooth opareting,2026-06-13,0,latest,2026,5,0.4754,positive,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Datta Chavare,excellent,2026-06-12,0,latest,2026,1,0.5719,positive,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Gaurav Anand,Payment experience is bad.,2026-06-12,0,latest,2026,4,-0.5423,negative,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Gk Gupta,It has been very easy and convenient to use the Amex app,2026-06-11,0,latest,2026,12,0.4927,positive,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
balu lal gurjar,very bed koi bhi ye card mat lena,2026-06-11,0,latest,2026,8,0.0,neutral,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Pradeep Seth,Excellent in everything,2026-06-19,0,latest,2026,3,0.5719,positive,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
rakesh arora,"poor aap, poor card, no merchant excepts it",2026-06-19,0,latest,2026,8,-0.8126,negative,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Rajeev Singh Chauhan,good but not able to make payment in various shops in Delhi,2026-06-17,0,latest,2026,12,0.2382,neutral,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Dhananjay Phumbhrra (DJ),it used to be a good card earlier but now they have all gimmicks and hidden costs and the helpline is super rude. looks like the criteria to recruit the helpline executives are that THEY MUST BE RUDE,2026-06-17,0,latest,2026,38,0.1155,neutral,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True
Shankar Phapale,good,2026-06-16,0,latest,2026,1,0.4404,positive,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
M R,I cannot pay using this app that is my only complaint,2026-06-15,0,latest,2026,11,-0.2273,negative,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
Navneet Bagga,great card. value for money,2026-06-27,0,latest,2026,5,0.7579,positive,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Sreekar Gupta,What's the purpose of app if we have to be redirected to browser for login? Login process isn't user friendly at all. I hope they fix this issue so it isn't frustrating to use the application.,2026-06-26,0,latest,2026,36,0.4482,positive,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False
