user,text,date,helpful,source,year,wc,vader,sent,Login / OTP / Authentication,Bill Payment Flow,Web Redirect / Not Native,Rewards / MR Points,Offers / Amex Offers,Statement / Transactions / Balance,App Stability (crash/bug/slow),UI / UX / Design,Customer Service / Support,Card Controls / Servicing,Update / Version Regression,Notifications / Alerts,Onboarding / Registration / KYC,Feature Gaps vs Global App,Fees / Charges / Annual Fee
jatesh sachdeva,"Pathetic customer support. Don't have their internal payment system redirects you to external webpage for payment. Don't have any common email id for any request, every time you need to call them and waste time on IVR to find out you cannot get any resolution.",2021-01-30,10,relevance,2021,45,-0.5859,negative,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False
A Google user,Not good at all. Issues with payment. Not able to make payment smoothly. I made the payment 2 days in advance by no message or email from Amex. Also issues with merchants. Amex card is not accepted in almost 90% of the merchants I use. There I am forced fo use my Axis bank credit card.,2019-12-09,9,relevance,2019,56,-0.7022,negative,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
mi cabg,"Crisp,Hasselfree and neat..all the useful information available. One significant issue is there are lot of unnecessary informations also !!promotional...like benifit of other card and all...no need in my opinion as this leads to unnecessary confusion also difficulty in finding the useful informations. No way to track the benifit offered and benifit availed.. Great if this is incorporated.",2021-09-13,9,relevance,2021,57,0.7568,positive,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Srinath Santhanam,"Great app provides accurate information and easy of use . It would be more convenient if more details are shown for reward points (MB) as shown in web my points pages, points gained for each transaction. would rate it five if more details are provided on membership points. Update : Thanks for adding reward redemption and view points support in the latest update in app. Updated my star to 5 .",2020-05-06,9,relevance,2020,71,0.9705,positive,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
A Google user,"I have been using this app from past 4 months, from past few days login is not working. I am getting 'we are sorry' message. Tried uninstalling and reinstalling but the issue did not get resolved even check with CC but they were saying no issue from their end. Please fix this is issue.",2020-02-15,9,relevance,2020,54,-0.1967,negative,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False
A Google user,When I try to make payment it opens another browser link in which I have to re-enter all my card details to complete the payment. Instead they could have retained the card details from the app as other credit card apps do. Because I have to open my wallet again and again to enter the card details. Please upgrade this part if possible.,2019-11-05,9,relevance,2019,63,0.6124,positive,False,True,True,False,False,False,False,False,False,False,True,False,False,True,False
gaurav kumar,"Do we have a feature of viewing total annual spend till date? I don't see any such option even in latest version. Also, it's high time you add an in-app payment options, current it directs to a website.",2021-08-15,9,relevance,2021,38,0.0,neutral,False,True,True,False,False,True,False,False,False,False,True,False,False,False,False
Naitik Vyas,This is not for app but to share that paying 60k for this card is of no use as for Indians. Card is not accepted in reputed brands as well. Travel portal doesn't work properly and has limited options to choose.No reward points on insurance and zero offers on movies. They just want you to spend on hotels. That's it. There are way better cards available in the market with no or lesser membership fees. Total dissatisfied after using for 1 month and tried multiple things. I hope that it improves.,2024-03-21,8,relevance,2024,91,0.8844,positive,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False
nirmal thakkar,"Best application in credit card segment. All in one features and help customers via chat massage also is very nice this feature is recently added. More improvements can be done. Like example : rewarded catalogue on application, direct point redumtion, instant loan on card, upgrading the card, add on card request, benefits of currently holded card , block card, resume card, manage card limit ,scan and pay directly from application etc etc.",2020-05-02,8,relevance,2020,72,0.9595,positive,False,True,False,True,False,True,False,False,True,True,False,False,True,False,False
A Google user,"Offline use with the amex card is too horrible. Most of the swip machines are not supporting it and you guys will get hilarious comments/suggestions from CC executives when u ll ask them that plz add money to your paytm wallet using this card, go for online shopping bla bla bla.... But what abt the offline transactions ??? Everything we can't get from online r8... so one 🌟 rating",2019-02-20,8,relevance,2019,69,-0.5413,negative,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
A Google user,"After the latest update, unable to login to the app. 'Sorry , there was an error loading this content - please try again later' message is the only activity in app. This needs to be fixed atmost. later will share on the other app feedback.",2019-05-08,8,relevance,2019,45,0.128,neutral,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False
Capt Anvesh,QR scan payment is a big mess. Half of payments are not supported . Chat support in app doesn't work 24#7. Customer support doesn't mean what they promise. Useless support system. Doesn't justify the so called excellent support system.,2021-08-24,8,relevance,2021,39,0.8773,positive,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False
JJagdish kumar Singh,Good but not very customer friendly.login process is very complicated. everytime you to put new passward and finding a new passward us an uphill task. Opening of application should be with pin code like other bank application.,2021-06-22,8,relevance,2021,37,0.6369,positive,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False
Geetika Bansal,"The app is literally a waste. I have just bought a new amex card and the app only suggests how to pay your amex bill. No details of benefits, how to enrol (also the enrolment process takes almost a month to be active). Even a transaction takes days to reflect in your statement. Never thought Amex would be so slow and lack basic customer service.",2025-11-30,8,relevance,2025,65,-0.3947,negative,False,True,False,False,True,True,True,False,True,False,False,False,True,False,False
mooseRuse 295,"Smart, intelligently designed, easy to use & incorporated maximum functionalities needed to manage one's card. I recommend all amex card fraternity to install & experience it themselves. I should confess, it's another exemplary testament to Amex India's relentless endeavours to offer best to their customers, ensuring they experience amazing services. Truly, stupendous efforts & good luck to Team Amex, to continue doing the marvellous job. regards.",2020-07-06,8,relevance,2020,66,0.9821,positive,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Sarin Bhaskaran,Can't even pay credit card bills easily with this app! You need to remember and type in your credit card number every time. I don't know why AMEX is ignoring their app like this.,2021-01-31,8,relevance,2021,34,0.5429,positive,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Ashutosh More,"Application is pretty decent, loaded with many features. Still lacks some features though, like Adding/Saving offers to card can only be done via NetBanking and NOT through the App. Please integrate this feature in app as well which in turn will be hassle-free.",2021-07-03,8,relevance,2021,43,0.8442,positive,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
A Google user,"It's Great to use the Amex app, mostly because, it keep things simple, and we are able to get the work done, in less time and be efficient. Highly appreciated the efforts put it to make the same so much user-friendly 5 Star Rating to Amex for this !",2020-03-20,8,relevance,2020,49,0.8953,positive,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Parshva Doshi,"The app is good however, I am unable to download my statement in pdf. Nothing happens when I click on that option and the download doesn't start. Please fix this issue.",2021-06-01,8,relevance,2021,31,0.2354,neutral,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
Amit Mehta,If I am logged in into my account from the app and I wish to make a payment towards credit card spends and if I press make payment now button then my card details and all the required info of the Amex Card should be automatically filled up (Card info to be picked up from the app as I am already logged in) and I would just be needed to filled up my bank details.. right now I have to fill up the details of the card manually which is not very comfortable. SBI card app can be used for reference.,2021-08-05,7,relevance,2021,101,0.3359,neutral,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
A Google user,"Great App for knowing everything about your account, also timely reminders assist in pre-planning the card expenditure. Scope for improvement:- 1. EMI options should be included. 2. Reward points summary can be included. 3. Redemption options can be included. 4. Benefits & offers should be displayed.",2019-10-02,7,relevance,2019,46,0.9246,positive,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False
